"time_hh","doc_mgl"
0.338888866666667,3.99075
0.340277755555555,4.00059
0.341666644444444,4.00059
0.343055533333333,4.03208
0.344444422222222,4.00846
0.345833311111111,4.00846
0.3472222,3.99665
0.348611088888889,4.00453
0.349999977777778,4.0065
0.351388866666667,3.97303
0.352777755555556,4.00846
0.354166644444444,4.02027
0.355555533333333,4.02815
0.356944422222222,4.03602
0.358333311111111,4.01634
0.3597222,3.97697
0.361111088888889,3.98091
0.362499977777778,3.98288
0.363888866666667,3.96122
0.365277755555555,3.99272
0.366666644444444,3.975
0.368055533333333,3.95138
0.369444422222222,3.94351
0.370833311111111,3.9691
0.3722222,3.95335
0.373611088888889,3.93957
0.374999977777778,3.96516
0.376388866666667,3.98681
0.377777755555556,3.9691
0.379166644444444,3.95729
0.380555533333333,3.97894
0.381944422222222,3.97107
0.383333311111111,4.00059
0.3847222,3.98091
0.386111088888889,3.97107
0.387499977777778,3.97107
0.388888866666667,3.99075
0.390277755555555,4.01634
